"genelist","converted_alias"
"Atg14","ENSG00000126775"
"Peli2","ENSG00000139946"
"Tmem260","ENSG00000070269"
"Otx2","ENSG00000165588"
"Exoc5","ENSG00000070367"
"Ap5m1","ENSG00000053770"
"Naa30","ENSG00000139977"
"Slc35f4","ENSG00000151812"
"Olfr722","ENSG00000184394"
"Olfr723","ENSG00000176246"
"Olfr724","ENSG00000176246"
"Olfr727","ENSG00000169488"
"Olfr728","ENSG00000155249"
"Olfr729","ENSG00000176281"
"Olfr730","ENSG00000165762"
"Olfr733","ENSG00000176294"
"Olfr734","ENSG00000176299"
"Olfr735","ENSG00000182652"
"Olfr744","ENSG00000196832"
"Olfr745","ENSG00000176219"
"Olfr747","ENSG00000176198"
"Olfr749","ENSG00000176198"
"Ttc5","ENSG00000136319"
"Ccnb1ip1","ENSG00000100814"
"Parp2","ENSG00000129484"
"Tep1","ENSG00000129566"
"Klhl33","ENSG00000185271"
"Osgep","ENSG00000092094"
"Apex1","ENSG00000100823"
"Pnp","ENSG00000198805"
"Pnp2","ENSG00000198805"
"Rnase10","ENSG00000182545"
"Rnase9","ENSG00000188655"
"Rnase11","ENSG00000173464"
"Rnase12","ENSG00000258436"
"Olfr750","ENSG00000181803"
"Rnase4","ENSG00000258818"
"Ang","ENSG00000214274"
"Eddm3b","ENSG00000181552"
"Rnase6","ENSG00000169413"
"Rnase1","ENSG00000129538"
"Mettl17","ENSG00000165792"
"Slc39a2","ENSG00000165794"
"Ndrg2","ENSG00000165795"
"Tppp2","ENSG00000179636"
"Rnase13","ENSG00000206150"
"Arhgef40","ENSG00000165801"
"Zfp219","ENSG00000165804"
"Tmem253","ENSG00000232070"
"Olfr221","ENSG00000169327"
"Hnrnpc","ENSG00000092199"
"Rpgrip1","ENSG00000092200"
"Supt16","ENSG00000092201"
"Chd8","ENSG00000100888"
"Rab2b","ENSG00000129472"
"Tox4","ENSG00000092203"
"Mettl3","ENSG00000165819"
"Sall2","ENSG00000165821"
"Olfr1512","ENSG00000169208"
"Olfr1511","ENSG00000255582"
"Olfr1510","ENSG00000255582"
"Olfr1509","ENSG00000221977"
"Dad1","ENSG00000129562"
"Abhd4","ENSG00000100439"
"Oxa1l","ENSG00000155463"
"Slc7a7","ENSG00000155465"
"Mrpl52","ENSG00000172590"
"Mmp14","ENSG00000157227"
"Lrp10","ENSG00000197324"
"Rem2","ENSG00000139890"
"Prmt5","ENSG00000100462"
"Haus4","ENSG00000092036"
"Ajuba","ENSG00000129474"
"4931414P19Rik","ENSG00000100802"
"Psmb5","ENSG00000100804"
"Psmb11","ENSG00000222028"
"Cdh24","ENSG00000139880"
"Acin1","ENSG00000100813"
"1700123O20Rik","ENSG00000179933"
"Cebpe","ENSG00000092067"
"Slc7a8","ENSG00000092068"
"Homez","ENSG00000290292"
"Ppp1r3e","ENSG00000235194"
"Bcl2l2","ENSG00000129473"
"Pabpn1","ENSG00000100836"
"Slc22a17","ENSG00000092096"
"Efs","ENSG00000100842"
"Il25","ENSG00000166090"
"Cmtm5","ENSG00000166091"
"Myh6","ENSG00000197616"
"Myh7","ENSG00000092054"
"Ngdn","ENSG00000129460"
"Zfhx2","ENSG00000136367"
"Thtpa","ENSG00000259431"
"Ap1g2","ENSG00000213983"
"Jph4","ENSG00000092051"
"Dhrs4","ENSG00000157326"
"Cpne6","ENSG00000100884"
"Nrl","ENSG00000129535"
"Pck2","ENSG00000100889"
"Dcaf11","ENSG00000100897"
"Fitm1","ENSG00000139914"
"Psme1","ENSG00000092010"
"Emc9","ENSG00000100908"
"Psme2","ENSG00000100911"
"Rnf31","ENSG00000092098"
"Irf9","ENSG00000213928"
"Rec8","ENSG00000100918"
"Ipo4","ENSG00000196497"
"Tm9sf1","ENSG00000100926"
"Tssk4","ENSG00000139908"
"Mdp1","ENSG00000213920"
"Nedd8","ENSG00000129559"
"Gmpr2","ENSG00000100938"
"Tinf2","ENSG00000092330"
"Tgm1","ENSG00000092295"
"Rabggta","ENSG00000100949"
"Dhrs1","ENSG00000157379"
"Nop9","ENSG00000196943"
"Cideb","ENSG00000136305"
"Ltb4r2","ENSG00000213906"
"Ltb4r1","ENSG00000213903"
"Adcy4","ENSG00000129467"
"Ripk3","ENSG00000129465"
"Nfatc4","ENSG00000100968"
"Nynrin","ENSG00000205978"
"Cbln3","ENSG00000139899"
"Khnyn","ENSG00000100441"
"Sdr39u1","ENSG00000100445"
"Cma1","ENSG00000092009"
"Ctsg","ENSG00000100448"
"Gzme","ENSG00000100450"
"Gzmd","ENSG00000100450"
"Gzmg","ENSG00000100450"
"Gzmf","ENSG00000100450"
"Atp12a","ENSG00000075673"
"Rnf17","ENSG00000132972"
"Cenpj","ENSG00000151849"
"Parp4","ENSG00000102699"
"Mphosph8","ENSG00000196199"
"Pspc1","ENSG00000121390"
"Zmym5","ENSG00000132950"
"Zmym2","ENSG00000121741"
"Gja3","ENSG00000121743"
"Gjb2","ENSG00000165474"
"Gjb6","ENSG00000121742"
"Cryl1","ENSG00000165475"
"Ift88","ENSG00000032742"
"Il17d","ENSG00000172458"
"Xpo4","ENSG00000132953"
"Lats2","ENSG00000150457"
"Sap18","ENSG00000150459"
"Ska3","ENSG00000165480"
"Zdhhc20","ENSG00000180776"
"Micu2","ENSG00000165487"
"Fgf9","ENSG00000102678"
"Rcbtb1","ENSG00000136144"
"Phf11a","ENSG00000136147"
"Phf11b","ENSG00000136147"
"Phf11d","ENSG00000136147"
"Phf11c","ENSG00000136147"
"Setdb2","ENSG00000136169"
"Cab39l","ENSG00000102547"
"Cdadc1","ENSG00000102543"
"Shisa2","ENSG00000180730"
"Atp8a2","ENSG00000132932"
"Mtmr6","ENSG00000139505"
"Amer2","ENSG00000165566"
"Spata13","ENSG00000182957"
"C1qtnf9","ENSG00000205863"
"Mipep","ENSG00000027001"
"Tnfrsf19","ENSG00000127863"
"Sgcg","ENSG00000102683"
"Arl11","ENSG00000152213"
"Ebpl","ENSG00000123179"
"Kpna3","ENSG00000102753"
"Spryd7","ENSG00000123178"
"Trim13","ENSG00000204977"
"Kcnrg","ENSG00000198553"
"Dleu7","ENSG00000186047"
"Rnaseh2b","ENSG00000136104"
"Fam124a","ENSG00000150510"
"Serpine3","ENSG00000253309"
"Ints6","ENSG00000102786"
"Wdfy2","ENSG00000139668"
"Ctsb","ENSG00000164733"
"Fdft1","ENSG00000079459"
"Neil2","ENSG00000154328"
"Gata4","ENSG00000136574"
"Blk","ENSG00000136573"
"Fam167a","ENSG00000154319"
"Mtmr9","ENSG00000104643"
"Xkr6","ENSG00000171044"
"Pinx1","ENSG00000254093"
"Sox7","ENSG00000171056"
"4930578I06Rik","ENSG00000171060"
"Rp1l1","ENSG00000183638"
"Prss55","ENSG00000184647"
"Msra","ENSG00000175806"
"Kif13b","ENSG00000197892"
"Hmbox1","ENSG00000147421"
"Ints9","ENSG00000104299"
"Extl3","ENSG00000012232"
"Fzd3","ENSG00000104290"
"Fbxo16","ENSG00000214050"
"Zfp395","ENSG00000186918"
"Pnoc","ENSG00000168081"
"Elp3","ENSG00000134014"
"Nuggc","ENSG00000189233"
"Scara5","ENSG00000168079"
"Pbk","ENSG00000168078"
"Esco2","ENSG00000171320"
"Ccdc25","ENSG00000147419"
"Scara3","ENSG00000168077"
"Clu","ENSG00000120885"
"Adam2","ENSG00000104755"
"Ephx2","ENSG00000120915"
"Chrna2","ENSG00000120903"
"Ptk2b","ENSG00000120899"
"Trim35","ENSG00000104228"
"Stmn4","ENSG00000015592"
"Adra1a","ENSG00000120907"
"Dpysl2","ENSG00000092964"
"Pnma2","ENSG00000240694"
"Bnip3l","ENSG00000104765"
"Ppp2r2a","ENSG00000221914"
"Ebf2","ENSG00000221818"
"Cdca2","ENSG00000184661"
"Kctd9","ENSG00000104756"
"Gnrh1","ENSG00000147437"
"Dock5","ENSG00000147459"
"Nefl","ENSG00000277586"
"Adam7","ENSG00000069206"
"Adamdec1","ENSG00000134028"
"Adam28","ENSG00000042980"
"Stc1","ENSG00000159167"
"Nkx2-6","ENSG00000180053"
"Nkx3-1","ENSG00000167034"
"Slc25a37","ENSG00000147454"
"Synb","ENSG00000244476"
"Entpd4","ENSG00000197217"
"Loxl2","ENSG00000134013"
"Chmp7","ENSG00000147457"
"Tnfrsf10b","ENSG00000104689"
"Rhobtb2","ENSG00000008853"
"Pebp4","ENSG00000134020"
"Egr3","ENSG00000179388"
"Bin3","ENSG00000147439"
"Ccar2","ENSG00000158941"
"9930012K11Rik","ENSG00000241852"
"Pdlim2","ENSG00000120913"
"Sorbs3","ENSG00000120896"
"Ppp3cc","ENSG00000120910"
"Slc39a14","ENSG00000104635"
"Piwil2","ENSG00000197181"
"Polr3d","ENSG00000168495"
"Phyhip","ENSG00000168490"
"Bmp1","ENSG00000168487"
"Sftpc","ENSG00000168484"
"Lgi3","ENSG00000168481"
"Reep4","ENSG00000168476"
"Hr","ENSG00000168453"
"Nudt18","ENSG00000275074"
"Dmtn","ENSG00000158856"
"Fgf17","ENSG00000158815"
"Npm2","ENSG00000158806"
"Xpo7","ENSG00000130227"
"Dok2","ENSG00000147443"
"Gfra2","ENSG00000168546"
"Fndc3a","ENSG00000102531"
"Cysltr2","ENSG00000152207"
"Rcbtb2","ENSG00000136161"
"Rb1","ENSG00000139687"
"Lpar6","ENSG00000139679"
"Itm2b","ENSG00000136156"
"Med4","ENSG00000136146"
"Nudt15","ENSG00000136159"
"Sucla2","ENSG00000136143"
"Htr2a","ENSG00000102468"
"Esd","ENSG00000139684"
"Lrch1","ENSG00000136141"
"Lrrc63","ENSG00000173988"
"Lcp1","ENSG00000136167"
"Cpb2","ENSG00000080618"
"Siah3","ENSG00000215475"
"Cog3","ENSG00000136152"
"Slc25a30","ENSG00000174032"
"Tpt1","ENSG00000133112"
"Gtf2f2","ENSG00000188342"
"Kctd4","ENSG00000180332"
"Gpalpp1","ENSG00000133114"
"Nufip1","ENSG00000083635"
"Tsc22d1","ENSG00000102804"
"Serp2","ENSG00000151778"
"Lacc1","ENSG00000179630"
"Ccdc122","ENSG00000151773"
"Enox1","ENSG00000120658"
"Dnajc15","ENSG00000120675"
"Epsti1","ENSG00000133106"
"Fam216b","ENSG00000179813"
"Tnfsf11","ENSG00000120659"
"Akap11","ENSG00000023516"
"Dgkh","ENSG00000102780"
"Vwa8","ENSG00000102763"
"Rgcc","ENSG00000102760"
"Naa16","ENSG00000172766"
"Mtrf1","ENSG00000120662"
"Kbtbd7","ENSG00000120696"
"Wbp4","ENSG00000120688"
"Elf1","ENSG00000120690"
"Sugt1","ENSG00000165416"
"Pcdh8","ENSG00000136099"
"Olfm4","ENSG00000102837"
"Pcdh17","ENSG00000118946"
"Tdrd3","ENSG00000083544"
"Pcdh20","ENSG00000280165"
"Pcdh9","ENSG00000184226"
"Klhl1","ENSG00000150361"
"Dach1","ENSG00000276644"
"Mzt1","ENSG00000204899"
"Bora","ENSG00000136122"
"Dis3","ENSG00000083520"
"Pibf1","ENSG00000083535"
"Klf5","ENSG00000102554"
"Klf12","ENSG00000118922"
"Tbc1d4","ENSG00000136111"
"Uchl3","ENSG00000118939"
"Lmo7","ENSG00000136153"
"Kctd12","ENSG00000178695"
"Cln5","ENSG00000102805"
"Fbxl3","ENSG00000005812"
"Mycbp2","ENSG00000005810"
"Scel","ENSG00000136155"
"Slain1","ENSG00000139737"
"Ednrb","ENSG00000136160"
"Pou4f1","ENSG00000152192"
"Rbm26","ENSG00000139746"
"Ndfip2","ENSG00000102471"
"Spry2","ENSG00000136158"
"Slitrk1","ENSG00000178235"
"Slitrk6","ENSG00000184564"
"Slitrk5","ENSG00000165300"
"Gpc5","ENSG00000179399"
"Gpc6","ENSG00000183098"
"Dct","ENSG00000080166"
"Tgds","ENSG00000088451"
"Gpr180","ENSG00000152749"
"Sox21","ENSG00000125285"
"Abcc4","ENSG00000125257"
"Cldn10","ENSG00000134873"
"Dzip1","ENSG00000134874"
"Dnajc3","ENSG00000102580"
"Uggt2","ENSG00000102595"
"Hs6st3","ENSG00000185352"
"Oxgr1","ENSG00000165621"
"Mbnl2","ENSG00000139793"
"Rap2a","ENSG00000125249"
"Ipo5","ENSG00000065150"
"Farp1","ENSG00000152767"
"Stk24","ENSG00000102572"
"Slc15a1","ENSG00000088386"
"Dock9","ENSG00000088387"
"Ubac2","ENSG00000134882"
"Gpr18","ENSG00000125245"
"Gpr183","ENSG00000169508"
"Tm9sf2","ENSG00000125304"
"Clybl","ENSG00000125246"
"Zic5","ENSG00000139800"
"Zic2","ENSG00000043355"
"Pcca","ENSG00000175198"
"Ggact","ENSG00000134864"
"Tmtc4","ENSG00000125247"
"Nalcn","ENSG00000102452"
"Itgbl1","ENSG00000198542"
"Fgf14","ENSG00000102466"
"Ccdc152","ENSG00000198865"
"Ghr","ENSG00000112964"
"Fbxo4","ENSG00000151876"
"Oxct1","ENSG00000083720"
"Plcxd3","ENSG00000182836"
"C6","ENSG00000039537"
"Mroh2b","ENSG00000171495"
"C7","ENSG00000112936"
"Card6","ENSG00000132357"
"Rpl37","ENSG00000145592"
"Prkaa1","ENSG00000132356"
"Ttc33","ENSG00000113638"
"Ptger4","ENSG00000171522"
"Dab2","ENSG00000153071"
"C9","ENSG00000113600"
"Rictor","ENSG00000164327"
"Osmr","ENSG00000145623"
"Lifr","ENSG00000113594"
"Egflam","ENSG00000164318"
"Gdnf","ENSG00000168621"
"Wdr70","ENSG00000082068"
"Nup155","ENSG00000113569"
"Nipbl","ENSG00000164190"
"Slc1a3","ENSG00000079215"
"Ranbp3l","ENSG00000164188"
"Nadk2","ENSG00000152620"
"Skp2","ENSG00000145604"
"Lmbrd2","ENSG00000164187"
"Ugt3a1","ENSG00000145626"
"Ugt3a2","ENSG00000145626"
"Capsl","ENSG00000152611"
"Il7r","ENSG00000168685"
"Spef2","ENSG00000152582"
"Prlr","ENSG00000113494"
"Agxt2","ENSG00000113492"
"Dnajc21","ENSG00000168724"
"Brix1","ENSG00000113460"
"Rad1","ENSG00000113456"
"Ttc23l","ENSG00000205838"
"Rai14","ENSG00000039560"
"C1qtnf3","ENSG00000082196"
"Amacr","ENSG00000242110"
"Slc45a2","ENSG00000164175"
"Rxfp3","ENSG00000182631"
"Adamts12","ENSG00000151388"
"Npr3","ENSG00000113389"
"Sub1","ENSG00000113387"
"Zfr","ENSG00000056097"
"Mtmr12","ENSG00000150712"
"Golph3","ENSG00000113384"
"Pdzd2","ENSG00000133401"
"6030458C11Rik","ENSG00000082213"
"Drosha","ENSG00000113360"
"Cdh6","ENSG00000113361"
"Cdh9","ENSG00000113100"
"Cdh10","ENSG00000040731"
"Cdh12","ENSG00000154162"
"Acot10","ENSG00000123130"
"Cdh18","ENSG00000145526"
"Basp1","ENSG00000176788"
"Myo10","ENSG00000145555"
"Zfp622","ENSG00000173545"
"Fbxl7","ENSG00000183580"
"Ank","ENSG00000154122"
"Trio","ENSG00000038382"
"Dnah5","ENSG00000039139"
"Ctnnd2","ENSG00000169862"
"Dap","ENSG00000112977"
"Ankrd33b","ENSG00000164236"
"Ropn1l","ENSG00000145491"
"Cmbl","ENSG00000164237"
"Cct5","ENSG00000150753"
"Tas2r119","ENSG00000169777"
"Sema5a","ENSG00000112902"
"Sdc2","ENSG00000169439"
"Cpq","ENSG00000104324"
"Tspyl5","ENSG00000180543"
"Mtdh","ENSG00000147649"
"Laptm4b","ENSG00000104341"
"Matn2","ENSG00000132561"
"Rpl30","ENSG00000156482"
"Pop1","ENSG00000104356"
"Nipal2","ENSG00000104361"
"Kcns2","ENSG00000156486"
"Stk3","ENSG00000104375"
"Osr2","ENSG00000164920"
"Vps13b","ENSG00000132549"
"Rgs22","ENSG00000132554"
"Fbxo43","ENSG00000156509"
"Polr2k","ENSG00000147669"
"Spag1","ENSG00000104450"
"Rnf19a","ENSG00000034677"
"Ankrd46","ENSG00000186106"
"Snx31","ENSG00000174226"
"Pabpc1","ENSG00000070756"
"Ywhaz","ENSG00000164924"
"Zfp706","ENSG00000120963"
"Grhl2","ENSG00000083307"
"Ncald","ENSG00000104490"
"Rrm2b","ENSG00000048392"
"Ubr5","ENSG00000104517"
"Odf1","ENSG00000155087"
"Klf10","ENSG00000155090"
"Azin1","ENSG00000155096"
"Atp6v1c1","ENSG00000155097"
"Baalc","ENSG00000164929"
"Fzd6","ENSG00000164930"
"Cthrc1","ENSG00000164932"
"Slc25a32","ENSG00000164933"
"Dcaf13","ENSG00000164934"
"Rims2","ENSG00000176406"
"Dcstamp","ENSG00000164935"
"Dpys","ENSG00000147647"
"Lrp12","ENSG00000147650"
"Zfpm2","ENSG00000169946"
"Oxr1","ENSG00000164830"
"Abra","ENSG00000174429"
"Angpt1","ENSG00000154188"
"Rspo2","ENSG00000147655"
"Eif3e","ENSG00000104408"
"Emc2","ENSG00000104412"
"Tmem74","ENSG00000164841"
"Trhr","ENSG00000174417"
"Nudcd1","ENSG00000120526"
"Eny2","ENSG00000120533"
"Pkhd1l1","ENSG00000205038"
"Ebag9","ENSG00000147654"
"Sybu","ENSG00000147642"
"Kcnv1","ENSG00000164794"
"Csmd3","ENSG00000164796"
"Trps1","ENSG00000104447"
"Eif3h","ENSG00000147677"
"Utp23","ENSG00000147679"
"Rad21","ENSG00000164754"
"Aard","ENSG00000205002"
"Slc30a8","ENSG00000164756"
"Med30","ENSG00000164758"
"Ext1","ENSG00000182197"
"Samd12","ENSG00000177570"
"Tnfrsf11b","ENSG00000164761"
"Colec10","ENSG00000184374"
"Mal2","ENSG00000147676"
"Enpp2","ENSG00000136960"
"Taf2","ENSG00000064313"
"Dscc1","ENSG00000136982"
"Deptor","ENSG00000155792"
"Col14a1","ENSG00000187955"
"Mrpl13","ENSG00000172172"
"Mtbp","ENSG00000172167"
"Sntb1","ENSG00000172164"
"Has2","ENSG00000170961"
"Zhx2","ENSG00000178764"
"Derl1","ENSG00000136986"
"Tbc1d31","ENSG00000156787"
"Fam83a","ENSG00000147689"
"9130401M01Rik","ENSG00000189376"
"Zhx1","ENSG00000165156"
"Atad2","ENSG00000156802"
"Fbxo32","ENSG00000156804"
"Klhl38","ENSG00000175946"
"Anxa13","ENSG00000104537"
"Fer1l6","ENSG00000214814"
"Tmem65","ENSG00000164983"
"Trmt12","ENSG00000183665"
"Rnf139","ENSG00000170881"
"Tatdn1","ENSG00000147687"
"Ndufb9","ENSG00000147684"
"Mtss1","ENSG00000170873"
"Sqle","ENSG00000104549"
"Nsmce2","ENSG00000156831"
"Trib1","ENSG00000173334"
"A1bg","ENSG00000121410"
"Myc","ENSG00000136997"
"Gsdmc","ENSG00000147697"
"Gsdmc2","ENSG00000147697"
"Gsdmc3","ENSG00000147697"
"Gsdmc4","ENSG00000147697"
"Asap1","ENSG00000153317"
"Adcy8","ENSG00000155897"
"Efr3a","ENSG00000132294"
"Oc90","ENSG00000253117"
"Hhla1","ENSG00000132297"
"Kcnq3","ENSG00000184156"
"Tmem71","ENSG00000165071"
"Phf20l1","ENSG00000129292"
"Tg","ENSG00000042832"
"Sla","ENSG00000155926"
"Ndrg1","ENSG00000104419"
"St3gal1","ENSG00000008513"
"Zfat","ENSG00000066827"
"Khdrbs3","ENSG00000131773"
"Fam135b","ENSG00000147724"
"Col22a1","ENSG00000169436"
"Kcnk9","ENSG00000169427"
"Trappc9","ENSG00000167632"
"Chrac1","ENSG00000104472"
"Ago2","ENSG00000123908"
"Ptk2","ENSG00000169398"
"Dennd3","ENSG00000105339"
"Slc45a4","ENSG00000022567"
"Gpr20","ENSG00000204882"
"Ptp4a3","ENSG00000184489"
"Arc","ENSG00000198576"
"Jrk","ENSG00000234616"
"Psca","ENSG00000167653"
"Them6","ENSG00000130193"
"Slurp1","ENSG00000126233"
"Lynx1","ENSG00000180155"
"Ly6d","ENSG00000167656"
"Gml","ENSG00000104499"
"Cyp11b1","ENSG00000179142"
"Cyp11b2","ENSG00000160882"
"Ly6e","ENSG00000160932"
"Ly6h","ENSG00000176956"
"Zfp41","ENSG00000181638"
"Top1mt","ENSG00000184428"
"Rhpn1","ENSG00000158106"
"Mafa","ENSG00000182759"
"Zc3h3","ENSG00000014164"
"Gsdmd","ENSG00000104518"
"Mroh6","ENSG00000204839"
"Eef1d","ENSG00000104529"
"Tigd5","ENSG00000179886"
"Zfp623","ENSG00000183309"
"Zfp707","ENSG00000181135"
"Ccdc166","ENSG00000255181"
"Mapk15","ENSG00000181085"
"Fam83h","ENSG00000180921"
"Scrib","ENSG00000180900"
"Puf60","ENSG00000179950"
"Eppk1","ENSG00000261150"
"Plec","ENSG00000178209"
"Parp10","ENSG00000178685"
"Grina","ENSG00000178719"
"Spatc1","ENSG00000186583"
"Smpd5","ENSG00000204791"
"Oplah","ENSG00000178814"
"Exosc4","ENSG00000178896"
"Gpaa1","ENSG00000197858"
"Cyc1","ENSG00000179091"
"Sharpin","ENSG00000179526"
"Maf1","ENSG00000179632"
"Mroh1","ENSG00000179832"
"Bop1","ENSG00000261236"
"Hsf1","ENSG00000185122"
"Dgat1","ENSG00000185000"
"Scrt1","ENSG00000261678"
"Fbxl6","ENSG00000182325"
"Slc52a2","ENSG00000185803"
"Adck5","ENSG00000173137"
"Cpsf1","ENSG00000071894"
"Slc39a4","ENSG00000147804"
"Vps28","ENSG00000160948"
"Tonsl","ENSG00000160949"
"Kifc2","ENSG00000167702"
"Foxh1","ENSG00000160973"
"Ppp1r16a","ENSG00000160972"
"Gpt","ENSG00000167701"
"Mfsd3","ENSG00000167700"
"Recql4","ENSG00000160957"
"Lrrc14","ENSG00000160959"
"Lrrc24","ENSG00000254402"
"C030006K11Rik","ENSG00000213563"
"Arhgap39","ENSG00000147799"
"Zfp251","ENSG00000198169"
"Zfp7","ENSG00000147789"
"Commd5","ENSG00000170619"
"Rpl8","ENSG00000161016"
"Zfp647","ENSG00000196150"
"1110038F14Rik","ENSG00000182307"
"Mb","ENSG00000198125"
"Apol6","ENSG00000221963"
"Rbfox2","ENSG00000100320"
"Apol8","ENSG00000128335"
"Myh9","ENSG00000100345"
"Txn2","ENSG00000100348"
"Foxred2","ENSG00000100350"
"Eif3d","ENSG00000100353"
"Cacng2","ENSG00000166862"
"Ift27","ENSG00000100360"
"Pvalb","ENSG00000100362"
"Ncf4","ENSG00000100365"
"Csf2rb2","ENSG00000100368"
"Csf2rb","ENSG00000100368"
"Tst","ENSG00000128311"
"Mpst","ENSG00000128309"
"Kctd17","ENSG00000100379"
"Tmprss6","ENSG00000187045"
"Il2rb","ENSG00000100385"
"C1qtnf6","ENSG00000133466"
"Sstr3","ENSG00000278195"
"Rac2","ENSG00000128340"
"Cyth4","ENSG00000100055"
"Elfn2","ENSG00000166897"
"Mfng","ENSG00000100060"
"Card10","ENSG00000100065"
"Cdc42ep1","ENSG00000128283"
"Lgals2","ENSG00000100079"
"Gga1","ENSG00000100083"
"Sh3bp1","ENSG00000100092"
"Pdxp","ENSG00000241360"
"Lgals1","ENSG00000100097"
"Nol12","ENSG00000273899"
"Triobp","ENSG00000100106"
"Gcat","ENSG00000100116"
"Galr3","ENSG00000128310"
"Ankrd54","ENSG00000100124"
"Eif3l","ENSG00000100129"
"Micall1","ENSG00000100139"
"1700088E04Rik","ENSG00000128346"
"Polr2f","ENSG00000100142"
"Sox10","ENSG00000100146"
"Pick1","ENSG00000100151"
"Slc16a8","ENSG00000100156"
"Baiap2l2","ENSG00000128298"
"Pla2g6","ENSG00000184381"
"Maff","ENSG00000185022"
"Tmem184b","ENSG00000198792"
"Csnk1e","ENSG00000213923"
"Kcnj4","ENSG00000168135"
"Kdelr3","ENSG00000100196"
"Ddx17","ENSG00000100201"
"Dmc1","ENSG00000100206"
"Fam227a","ENSG00000184949"
"Cby1","ENSG00000100211"
"Tomm22","ENSG00000100216"
"Gtpbp1","ENSG00000100226"
"Sun2","ENSG00000100242"
"Dnal4","ENSG00000100246"
"Nptxr","ENSG00000221890"
"Cbx6","ENSG00000183741"
"Apobec3","ENSG00000179750"
"Cbx7","ENSG00000100307"
"Pdgfb","ENSG00000100311"
"Rpl3","ENSG00000100316"
"Syngr1","ENSG00000100321"
"Tab1","ENSG00000100324"
"Mgat3","ENSG00000128268"
"Mief1","ENSG00000100335"
"Atf4","ENSG00000128272"
"Rps19bp1","ENSG00000187051"
"Cacna1i","ENSG00000100346"
"Enthd1","ENSG00000176177"
"Grap2","ENSG00000100351"
"Fam83f","ENSG00000133477"
"Tnrc6b","ENSG00000100354"
"Adsl","ENSG00000239900"
"Sgsm3","ENSG00000100359"
"Mchr1","ENSG00000128285"
"Slc25a17","ENSG00000100372"
"St13","ENSG00000100380"
"Dnajb7","ENSG00000172404"
"Ep300","ENSG00000100393"
"L3mbtl2","ENSG00000100395"
"Chadl","ENSG00000100399"
"Rangap1","ENSG00000100401"
"Zc3h7b","ENSG00000100403"
"Tef","ENSG00000167074"
"Tob2","ENSG00000183864"
"Phf5a","ENSG00000100410"
"Aco2","ENSG00000100412"
"Polr3h","ENSG00000100413"
"Csdc2","ENSG00000172346"
"Pmm1","ENSG00000100417"
"Xrcc6","ENSG00000196419"
"Desi1","ENSG00000100418"
"Mei1","ENSG00000167077"
"Ccdc134","ENSG00000100147"
"Srebf2","ENSG00000198911"
"Tnfrsf13c","ENSG00000159958"
"Cenpm","ENSG00000100162"
"Wbp2nl","ENSG00000183066"
"Naga","ENSG00000198951"
"Smdt1","ENSG00000183172"
"Ndufa6","ENSG00000184983"
"Tcf20","ENSG00000100207"
"Nfam1","ENSG00000235568"
"Serhl","ENSG00000183569"
"Rrp7a","ENSG00000189306"
"Poldip3","ENSG00000100227"
"A4galt","ENSG00000128274"
"Arfgap3","ENSG00000242247"
"Pacsin2","ENSG00000100266"
"Ttll1","ENSG00000100271"
"Bik","ENSG00000100290"
"Mcat","ENSG00000100294"
"Tspo","ENSG00000100300"
"Ttll12","ENSG00000100304"
"Scube1","ENSG00000159307"
"Mpped1","ENSG00000186732"
"Efcab6","ENSG00000186976"
"Sult4a1","ENSG00000130540"
"Pnpla5","ENSG00000100341"
"Pnpla3","ENSG00000100344"
"Samm50","ENSG00000100347"
"Parvb","ENSG00000188677"
"Parvg","ENSG00000138964"
"Prr5","ENSG00000186654"
"Arhgap8","ENSG00000248405"
"Phf21b","ENSG00000056487"
"Nup50","ENSG00000093000"
"5031439G07Rik","ENSG00000100364"
"Upk3a","ENSG00000100373"
"Fam118a","ENSG00000100376"
"Smc1b","ENSG00000077935"
"Ribc2","ENSG00000128408"
"Fbln1","ENSG00000077942"
"Atxn10","ENSG00000130638"
"Wnt7b","ENSG00000188064"
"Ppara","ENSG00000186951"
"Cdpf1","ENSG00000205643"
"Pkdrej","ENSG00000130943"
"Ttc38","ENSG00000075234"
"Gtse1","ENSG00000075218"
"Trmu","ENSG00000100416"
"Celsr1","ENSG00000075275"
"Gramd4","ENSG00000075240"
"Cerk","ENSG00000100422"
"Tbc1d22a","ENSG00000054611"
"Brd1","ENSG00000100425"
"Alg12","ENSG00000182858"
"Creld2","ENSG00000184164"
"Pim3","ENSG00000198355"
"Ttll8","ENSG00000138892"
"Mlc1","ENSG00000100427"
"Mov10l1","ENSG00000073146"
"Panx2","ENSG00000073150"
"Trabd","ENSG00000170638"
"Tubgcp6","ENSG00000128159"
"Hdac10","ENSG00000100429"
"Mapk12","ENSG00000188130"
"Mapk11","ENSG00000185386"
"Plxnb2","ENSG00000196576"
"Dennd6b","ENSG00000205593"
"Ppp6r2","ENSG00000100239"
"Sbf1","ENSG00000100241"
"Adm2","ENSG00000128165"
"Miox","ENSG00000100253"
"Lmf2","ENSG00000100258"
"Ncaph2","ENSG00000025770"
"Sco2","ENSG00000284194"
"Klhdc7b","ENSG00000130487"
"Syce3","ENSG00000217442"
"Cpt1b","ENSG00000205560"
"Chkb","ENSG00000100288"
"Mapk8ip2","ENSG00000008735"
